PARTEI,WAHLKREIS,'29.09.19','15.10.17'
SPÖ,Rutzenham,13,20
SPÖ,Steinbach am Attersee,71,86
SPÖ,Straß im Attergau,75,114
SPÖ,Ungenach,104,149
SPÖ,Ternberg,424,553
SPÖ,Weyer,612,777
SPÖ,Gramastetten,398,647
SPÖ,Ampflwang im Hausruckwald,635,742
SPÖ,Lichtenau im Mühlkreis,29,38
SPÖ,Oberkappel,32,34
SPÖ,Oepping,104,134
SPÖ,St.Johann am Wimberg,59,100
SPÖ,Aigen-Schlägl,233,340
SPÖ,Dorf an der Pram,63,99
SPÖ,Eggerding,51,104
SPÖ,Rainbach im Innkreis,125,143
SPÖ,Zell am Pettenfirst,101,129
SPÖ,Holzhausen,94,120
SPÖ,Pichl bei Wels,283,352
KPÖ,Schwand im Innkreis,1,0
KPÖ,Aschach an der Donau,10,3
KPÖ,Grünbach,5,6
KPÖ,Kaltenberg,0,2
KPÖ,Schönau im Mühlkreis,4,4
KPÖ,Unterweißenbach,3,3
KPÖ,Weitersfelden,6,1
KPÖ,Bad Zell,6,10
KPÖ,Mühlviertel,891,1002
KPÖ,Altheim,11,4
KPÖ,Mauerkirchen,4,2
KPÖ,Grein,6,1
KPÖ,Mauthausen,12,10
KPÖ,Münzbach,2,3
KPÖ,St.Thomas am Blasenstein,2,1
KPÖ,Andrichsfurt,1,2
KPÖ,Aurolzmünster,3,7
KPÖ,Geiersberg,2,4
KPÖ,Mehrnbach,7,2
KPÖ,Peterskirchen,8,4
KPÖ,Senftenbach,3,1
KPÖ,Tumeltsham,1,1
KPÖ,Wippenham,1,0
KPÖ,Haslach an der Mühl,9,9
KPÖ,Obertraun,7,9
KPÖ,Scharnstein,11,15
KPÖ,Eschenau im Hausruckkreis,1,2
KPÖ,Geboltskirchen,3,3
KPÖ,Haag am Hausruck,2,2
KPÖ,Rottenbach,6,4
KPÖ,Wallern an der Trattnach,5,3
KPÖ,Kirchdorf an der Krems,7,175
KPÖ,Kremsmünster,15,12
KPÖ,Steinbach am Ziehberg,5,3
KPÖ,Enns,33,34
KPÖ,St.Florian am Inn,8,8
KPÖ,Schardenberg,1,3
KPÖ,Sigharting,4,1
KPÖ,Zell an der Pram,5,5
KPÖ,Aurach am Hongar,4,6
KPÖ,Gampern,4,8
KPÖ,Oberhofen am Irrsee,5,1
KPÖ,Redlham,7,5
KPÖ,Schörfling am Attersee,5,13
KPÖ,Vöcklamarkt,9,9
KPÖ,Puchenau,13,19
KPÖ,Reichenau im Mühlkreis,2,6
KPÖ,Schenkenfelden,5,3
KPÖ,Sonnberg im Mühlkreis,2,1
KPÖ,Steyregg,4,10
SLP,Pischelsdorf am Engelbach,1,0
SLP,St.Radegund,0,0
SLP,Haibach ob der Donau,0,0
SLP,Hartkirchen,0,0
SLP,Hirschbach im Mühlkreis,0,0
SLP,Bad Ischl,2,1
SLP,Steyr,18,9
SLP,Handenberg,0,0
SLP,Hochburg-Ach,2,0
SLP,Höhnhart,0,0
SLP,Mauerkirchen,1,0
SLP,Luftenberg an der Donau,2,0
SLP,Mitterkirchen im Machland,0,0
SLP,St.Nikola an der Donau,0,0
SLP,St.Thomas am Blasenstein,0,2
SLP,Saxen,0,0
SLP,Hohenzell,0,1
SLP,Ried im Innkreis,0,7
SLP,Taiskirchen im Innkreis,0,1
SLP,Tumeltsham,0,0
SLP,Klaffer am Hochficht,0,0
SLP,Kollerschlag,0,0
SLP,Lembach im Mühlkreis,0,0
SLP,Ohlsdorf,3,1
SLP,St.Wolfgang im Salzkammergut,0,0
SLP,Traunkirchen,0,0
SLP,Kematen am Innbach,0,0
SLP,Natternbach,1,0
SLP,Pollham,0,0
SLP,Pram,1,0
SLP,St.Agatha,0,0
SLP,Wallern an der Trattnach,0,0
SLP,Rosenau am Hengstpaß,0,0
SLP,Eggendorf im Traunkreis,0,1
SLP,Traun,6,2
SLP,Garsten,2,1
SLP,Großraming,2,0
SLP,Rohr im Kremstal,0,0
SLP,Wolfern,2,0
SLP,Seewalchen am Attersee,1,0
SLP,Timelkam,1,0
SLP,Vöcklamarkt,2,0
SLP,Weißenkirchen im Attergau,0,0
SLP,Wolfsegg am Hausruck,1,0
SLP,Zell am Pettenfirst,0,0
SLP,Aichkirchen,0,0
SLP,Neukirchen bei Lambach,0,0
SLP,Offenhausen,0,0
SLP,Schleißheim,0,2
SLP,Hellmonsödt,0,0
SLP,Reichenthal,0,0
SLP,Zwettl an der Rodl,1,0
SLP,Vorderweißenbach,0,0
SLP,Desselbrunn,0,0
SLP,Frankenburg am Hausruck,0,1
SLP,Mondsee,0,1
SLP,Oberwang,0,0
SLP,Pfaffing,0,0
SLP,Rohrbach-Berg,1,0
SLP,Diersbach,0,0
SLP,Kopfing im Innkreis,0,0
SLP,Mayrhof,0,0
SLP,Steinerkirchen an der Traun,1,0
SLP,Thalheim bei Wels,1,0
SLP,Weißkirchen an der Traun,0,0
